gyro_0, gyro_1, gyro_2, accel_0, accel_1, accel_2, mag_0, mag_1, mag_2
-428.73,-13.32,16.36,0.65,-29.24,9.66,13.33,-68.17,7.00
-431.73,-82.32,39.36,1.09,-30.22,8.42,12.83,-68.50,7.33
-179.73,-55.32,29.36,0.33,-30.76,7.92,11.33,-69.17,7.33
-164.73,-31.32,20.36,0.76,-29.57,8.79,11.33,-68.83,7.00
-147.73,-65.32,27.36,0.76,-30.11,7.18,10.50,-68.33,7.00
-175.73,-87.32,38.36,0.98,-29.46,8.67,10.67,-69.33,7.00
-355.73,-72.32,31.36,0.98,-30.11,7.55,10.17,-68.67,7.00
-248.73,-96.32,34.36,0.98,-30.66,6.56,10.00,-69.17,7.33
120.27,-13.32,13.36,0.98,-31.53,5.08,9.17,-69.00,6.83
430.27,-3.32,12.36,0.87,-30.76,6.31,10.17,-69.00,7.17
674.27,-2.32,15.36,0.65,-30.00,8.17,11.67,-69.00,7.17
307.27,-6.32,16.36,0.87,-28.15,10.52,12.33,-68.83,7.17
-100.73,-31.32,19.36,0.65,-29.78,8.79,12.00,-68.83,7.17
702.27,-376.32,113.36,0.65,-31.64,6.07,13.33,-68.33,7.33
512.27,-117.32,61.36,1.96,-27.82,11.51,14.67,-67.50,7.33
-164.73,-13.32,20.36,0.87,-27.72,12.50,15.00,-67.83,7.00
-849.73,-0.32,4.36,0.76,-28.15,11.39,13.67,-68.50,7.00
-547.73,9.68,-7.64,1.09,-31.09,6.69,12.33,-68.50,7.33
-311.73,-0.32,9.36,0.98,-30.55,7.43,12.00,-68.83,7.17
-105.73,-11.32,17.36,0.87,-31.09,6.19,11.00,-69.00,7.33
188.27,-22.32,22.36,0.76,-29.35,9.04,12.00,-69.17,7.00
-102.73,-11.32,14.36,1.09,-29.46,8.91,11.17,-68.67,7.00
-269.73,29.68,0.36,1.20,-29.89,8.17,11.00,-69.00,7.33
-268.73,121.68,-25.64,1.09,-30.55,7.43,10.67,-69.17,7.00
-113.73,4.68,12.36,0.76,-30.22,7.55,11.17,-69.33,7.33
-177.73,-14.32,16.36,0.98,-29.78,7.80,10.00,-69.33,7.00
-258.73,17.68,11.36,1.31,-30.33,6.44,9.33,-69.83,7.17
-408.73,141.68,-16.64,1.20,-30.11,6.56,8.50,-69.67,7.50
-430.73,104.68,-17.64,0.76,-30.66,5.70,7.83,-70.17,7.17
-209.73,-48.32,22.36,0.55,-30.33,6.19,7.33,-69.50,7.50
-290.73,-142.32,41.36,1.09,-30.87,4.83,7.17,-69.67,7.67
-97.73,-61.32,23.36,0.98,-31.31,4.58,6.33,-69.50,7.50
-147.73,-18.32,20.36,0.98,-30.22,5.32,6.33,-70.33,7.50
-258.73,-45.32,19.36,0.87,-30.55,5.20,5.67,-70.33,7.50
-299.73,-29.32,15.36,0.98,-31.42,3.47,5.00,-69.67,7.17
-140.73,-11.32,11.36,0.98,-31.42,3.22,4.83,-70.00,7.17
-40.73,-9.32,13.36,1.09,-30.98,4.21,5.17,-69.67,7.33
-61.73,-9.32,9.36,0.98,-31.09,3.96,4.33,-70.00,7.67
-198.73,-7.32,15.36,1.09,-30.66,3.59,3.50,-70.00,7.00
-214.73,24.68,8.36,0.76,-31.20,3.10,4.00,-69.50,7.17
-163.73,2.68,12.36,0.76,-31.20,3.10,3.50,-70.17,7.17
-89.73,-59.32,21.36,0.87,-31.31,2.60,3.67,-70.17,7.50
-9.73,-37.32,17.36,1.09,-30.66,3.84,3.83,-69.50,8.00
-92.73,-11.32,17.36,1.31,-30.44,3.47,3.17,-69.83,7.17
-241.73,5.68,11.36,0.87,-31.42,2.72,3.33,-70.00,7.50
-171.73,-41.32,15.36,0.65,-31.64,2.60,2.50,-69.83,7.33
-94.73,-71.32,18.36,0.76,-31.09,2.35,2.50,-69.50,7.33
-78.73,-23.32,12.36,1.20,-31.53,1.61,2.00,-69.83,7.33
-25.73,12.68,13.36,0.55,-31.09,1.73,2.17,-70.50,7.33
-97.73,-65.32,24.36,0.98,-30.66,3.10,2.00,-70.33,7.33
-196.73,-60.32,19.36,0.87,-31.09,2.85,2.17,-70.33,7.50
-271.73,-21.32,12.36,0.76,-31.20,1.73,1.17,-70.17,7.50
-200.73,35.68,5.36,0.98,-31.31,1.24,0.50,-69.83,7.17
-56.73,15.68,11.36,1.09,-31.42,1.24,0.83,-70.00,7.83
-18.73,-22.32,15.36,0.87,-31.09,1.49,0.83,-70.33,7.67
-145.73,-26.32,16.36,1.09,-30.55,2.10,0.67,-70.33,7.17
-256.73,8.68,15.36,0.87,-31.31,1.11,-0.33,-69.83,7.67
-206.73,-26.32,17.36,0.87,-31.31,0.12,-0.17,-69.83,7.67
-66.73,-59.32,15.36,1.09,-31.64,0.25,-0.17,-70.33,7.50
48.27,8.68,12.36,0.76,-31.20,0.87,-0.33,-70.00,7.83
-105.73,-22.32,14.36,0.87,-30.66,1.49,-0.33,-70.00,7.50
-157.73,-28.32,14.36,0.98,-30.66,1.49,-0.67,-70.50,7.33
-156.73,-48.32,15.36,0.87,-30.87,0.62,-1.50,-69.83,7.50
-94.73,-18.32,14.36,0.98,-31.20,0.50,-1.17,-70.17,7.67
-232.73,-66.32,17.36,0.87,-30.55,0.37,-2.33,-70.33,7.67
-169.73,-2.32,15.36,1.64,-30.55,-0.37,-2.17,-69.67,8.00
-491.73,63.68,3.36,1.42,-31.31,-0.12,-3.00,-69.50,7.83
87.27,167.68,15.36,0.44,-31.42,-1.11,-3.17,-70.17,7.67
50.27,-14.32,15.36,0.11,-31.85,-1.24,-2.67,-70.00,8.17
19.27,-149.32,19.36,0.76,-30.98,-0.25,-2.67,-70.17,7.67
-64.73,-16.32,8.36,0.87,-31.20,-0.25,-3.00,-70.17,7.83
-80.73,-9.32,8.36,0.98,-31.20,-0.87,-3.33,-69.83,8.00
-5.73,-8.32,10.36,1.09,-31.20,-1.11,-2.67,-70.00,7.50
7.27,-7.32,12.36,0.98,-31.42,-0.87,-3.00,-70.33,8.00
-11.73,-9.32,10.36,0.98,-31.20,-1.11,-3.17,-69.50,7.67
-9.73,-8.32,11.36,0.87,-31.20,-0.50,-3.17,-70.00,8.00
2.27,-7.32,14.36,1.20,-31.31,-0.62,-3.33,-70.00,7.50
-4.73,-8.32,12.36,0.87,-31.31,-0.87,-2.83,-70.17,7.50
0.27,-7.32,14.36,1.09,-31.09,-0.99,-3.17,-70.33,7.67
8.27,-5.32,14.36,1.09,-31.31,-0.74,-2.83,-69.83,7.50
37.27,2.68,13.36,0.98,-31.09,-0.37,-2.83,-69.83,8.17
-7.73,-3.32,13.36,0.87,-31.64,-0.87,-3.00,-70.00,8.00
5.27,-7.32,12.36,1.09,-30.76,0.00,-3.17,-70.00,8.00
37.27,-1.32,17.36,1.09,-31.42,-0.87,-2.67,-70.00,7.67
56.27,3.68,18.36,0.76,-31.42,-0.87,-3.33,-69.67,7.83
20.27,-2.32,15.36,0.87,-31.42,-0.25,-3.00,-69.67,7.50
-28.73,1.68,13.36,1.09,-31.31,-0.74,-2.83,-70.00,7.67
8.27,2.68,16.36,0.98,-31.74,-1.11,-2.83,-70.50,7.67
178.27,5.68,17.36,1.09,-31.53,-0.87,-2.50,-70.00,7.33
202.27,-59.32,0.36,0.44,-31.31,-1.11,-2.00,-70.00,7.67
-15.73,-141.32,11.36,0.33,-30.11,0.12,-1.67,-69.67,7.17
-15.73,-160.32,21.36,1.31,-31.09,1.24,-2.00,-70.33,7.17
103.27,-78.32,17.36,1.31,-31.09,-0.12,-1.50,-70.50,7.50
285.27,-119.32,18.36,1.20,-31.85,-0.99,-0.83,-70.17,7.83
555.27,-122.32,24.36,1.09,-31.31,0.37,0.50,-70.17,7.67
722.27,-98.32,21.36,0.87,-31.74,0.87,2.67,-70.00,7.67
674.27,-32.32,17.36,1.09,-30.44,2.48,3.50,-69.83,7.17
515.27,1.68,9.36,0.98,-30.87,3.47,4.50,-69.83,7.33
659.27,-111.32,28.36,0.11,-31.20,3.84,5.83,-70.00,7.17
1122.27,-230.32,46.36,0.55,-31.85,3.59,7.50,-69.50,7.50
1474.27,-188.32,53.36,0.22,-30.87,5.08,11.00,-69.17,7.50
1773.27,69.68,-0.64,2.40,-29.89,5.20,14.50,-68.17,7.17
722.27,308.68,-94.64,0.76,-25.75,15.35,16.17,-67.50,7.17
-354.73,404.68,-149.64,1.09,-30.22,8.42,15.33,-67.83,6.83
79.27,511.68,-186.64,0.11,-31.31,7.43,15.00,-68.00,6.83
800.27,319.68,-112.64,1.09,-30.00,8.67,16.17,-67.50,6.67
801.27,209.68,-74.64,1.75,-27.50,12.50,18.00,-67.17,6.83
375.27,107.68,-32.64,0.98,-27.82,12.50,18.67,-66.67,7.33
347.27,19.68,7.36,0.76,-28.70,12.01,18.67,-66.67,7.00
729.27,50.68,-11.64,1.09,-29.02,11.76,20.50,-66.00,7.67
882.27,159.68,-72.64,0.98,-26.95,14.61,23.00,-65.33,7.00
384.27,58.68,-17.64,0.65,-26.08,16.47,23.33,-64.67,6.83
208.27,53.68,-16.64,0.98,-26.95,15.10,23.83,-65.00,6.83
368.27,31.68,-4.64,0.87,-27.82,14.61,24.33,-64.50,6.83
578.27,-1.32,15.36,0.76,-27.93,14.36,25.67,-63.67,7.00
898.27,11.68,8.36,0.87,-26.63,15.72,26.17,-63.00,6.83
738.27,78.68,-34.64,0.87,-24.77,18.20,28.83,-61.50,6.33
317.27,87.68,-49.64,0.76,-25.32,18.32,28.17,-61.17,6.83
305.27,67.68,-39.64,0.76,-26.19,17.09,28.83,-61.00,7.00
714.27,1.68,16.36,0.87,-26.08,16.84,30.17,-59.50,6.50
821.27,72.68,-38.64,1.64,-24.45,19.19,30.67,-59.00,6.33
608.27,214.68,-174.64,0.55,-23.47,20.18,32.17,-58.50,6.17
219.27,169.68,-142.64,1.20,-23.14,20.55,31.83,-57.83,6.00
140.27,147.68,-118.64,0.87,-23.47,20.18,32.50,-58.17,6.33
65.27,94.68,-83.64,0.11,-23.58,20.55,32.50,-58.00,6.67
-21.73,23.68,-18.64,0.55,-23.47,20.80,32.50,-58.17,6.33
535.27,-87.32,83.36,0.87,-23.69,19.44,33.33,-57.50,6.00
653.27,-67.32,61.36,0.33,-22.60,21.91,34.83,-56.33,6.33
308.27,-50.32,53.36,0.87,-22.05,22.16,35.33,-56.00,6.33
298.27,-120.32,166.36,0.87,-22.49,20.80,35.33,-55.33,6.50
467.27,289.68,-291.64,1.64,-20.85,23.28,36.17,-54.50,5.83
230.27,218.68,-233.64,-0.11,-21.18,23.15,36.50,-54.00,6.00
11.27,125.68,-129.64,0.76,-21.07,22.66,36.50,-55.17,6.00
95.27,47.68,-43.64,0.65,-22.27,21.42,36.17,-54.17,6.33
304.27,6.68,5.36,0.98,-22.05,21.30,37.17,-54.00,6.33
490.27,3.68,8.36,0.55,-20.64,23.52,37.50,-53.17,5.67
297.27,28.68,-20.64,0.55,-20.09,24.02,37.67,-52.33,6.17
232.27,14.68,-1.64,0.44,-20.53,23.40,38.33,-51.83,6.50
349.27,-36.32,59.36,0.87,-20.75,22.04,39.00,-51.50,5.67
606.27,-70.32,117.36,1.09,-19.66,23.65,39.67,-50.50,6.00
437.27,6.68,6.36,0.87,-18.57,25.26,40.33,-48.83,6.17
30.27,110.68,-146.64,0.76,-18.89,24.76,40.83,-49.17,5.83
169.27,46.68,-58.64,0.22,-19.77,23.65,40.67,-49.33,5.83
713.27,-39.32,75.36,1.42,-19.55,22.41,41.17,-48.00,6.00
908.27,-101.32,188.36,0.11,-17.37,25.88,43.00,-45.50,5.67
551.27,-111.32,195.36,0.44,-15.85,27.36,44.00,-44.17,5.67
367.27,-62.32,114.36,0.00,-16.06,26.62,44.33,-43.83,5.67
200.27,42.68,-68.64,0.22,-16.06,26.99,44.67,-43.33,5.50
153.27,60.68,-103.64,0.76,-16.17,26.37,44.67,-43.33,5.50
256.27,6.68,-10.64,0.44,-15.74,26.62,44.50,-42.00,5.50
329.27,-30.32,65.36,0.65,-15.08,26.99,45.50,-41.50,5.33
273.27,-24.32,55.36,0.33,-15.30,27.24,45.50,-41.67,5.67
278.27,-16.32,35.36,0.33,-14.54,27.11,46.00,-40.33,5.33
200.27,7.68,-8.64,0.11,-14.65,27.49,46.00,-40.17,5.67
207.27,-3.32,6.36,0.76,-14.21,27.24,46.33,-40.33,5.17
267.27,-41.32,92.36,0.65,-14.76,27.11,47.17,-39.17,5.00
334.27,-60.32,133.36,0.55,-13.99,27.24,47.00,-38.17,5.33
647.27,-79.32,188.36,0.22,-13.23,27.49,47.17,-37.33,5.17
732.27,-53.32,140.36,0.22,-12.90,28.48,48.83,-35.17,4.67
582.27,-0.32,5.36,0.33,-11.49,29.34,49.00,-33.17,5.00
441.27,25.68,-64.64,0.22,-10.84,29.59,49.50,-32.33,5.17
172.27,54.68,-166.64,0.11,-10.73,29.59,49.67,-31.67,4.67
182.27,74.68,-241.64,0.55,-10.84,28.97,49.67,-31.83,5.00
312.27,63.68,-178.64,0.87,-11.16,28.60,50.17,-30.83,5.50
508.27,-3.32,12.36,0.87,-10.40,29.10,50.17,-30.50,5.00
468.27,-12.32,45.36,0.11,-8.98,29.84,51.00,-28.67,4.83
321.27,5.68,-21.64,0.33,-8.66,30.46,50.83,-28.83,4.33
277.27,15.68,-57.64,0.76,-8.88,29.59,50.17,-28.00,4.67
307.27,-3.32,0.36,0.76,-8.44,29.59,51.17,-26.83,5.17
337.27,-17.32,64.36,0.33,-8.11,29.71,51.50,-26.17,4.83
328.27,-19.32,73.36,0.11,-7.90,30.09,51.67,-25.67,4.83
267.27,1.68,-15.64,0.22,-7.90,29.84,52.33,-24.83,4.67
234.27,21.68,-107.64,0.22,-7.02,30.21,51.67,-24.00,4.67
279.27,11.68,-75.64,0.11,-6.81,29.96,51.50,-23.67,4.33
295.27,-7.32,15.36,0.98,-6.48,30.70,52.17,-23.33,4.83
195.27,-18.32,100.36,0.87,-6.70,30.09,52.00,-22.50,4.50
228.27,-31.32,192.36,0.55,-6.26,29.96,52.33,-21.83,4.17
271.27,-39.32,233.36,0.44,-5.83,30.95,52.50,-20.83,4.50
173.27,-22.32,143.36,-0.11,-5.61,31.20,52.83,-20.00,4.00
25.27,-6.32,14.36,0.33,-5.50,30.70,52.83,-19.83,3.50
80.27,-7.32,13.36,0.00,-5.94,30.33,52.67,-20.17,4.33
145.27,-13.32,17.36,0.44,-5.50,30.46,53.17,-19.50,4.17
111.27,-13.32,14.36,0.44,-5.28,31.08,53.00,-19.00,4.50
122.27,-5.32,7.36,0.11,-5.28,30.70,52.83,-19.17,4.33
107.27,-4.32,5.36,0.22,-4.63,30.95,52.50,-19.00,4.17
79.27,-3.32,-31.64,0.11,-4.85,30.58,53.17,-18.67,4.00
124.27,-6.32,-31.64,0.65,-4.95,30.09,52.83,-18.17,4.00
215.27,-8.32,32.36,0.33,-4.52,30.70,52.50,-17.17,4.33
232.27,-12.32,68.36,0.33,-4.52,30.83,52.83,-16.83,3.67
172.27,-11.32,56.36,0.11,-3.54,31.20,53.33,-16.33,3.67
153.27,-12.32,45.36,-0.11,-3.97,30.70,53.00,-15.33,3.50
186.27,-11.32,56.36,0.33,-3.87,30.58,53.17,-15.17,4.17
321.27,-17.32,124.36,0.11,-3.54,31.08,53.17,-15.00,3.83
408.27,-15.32,122.36,0.55,-2.99,30.46,53.67,-13.33,3.67
596.27,-12.32,184.36,0.44,-2.78,30.09,53.50,-11.33,3.67
529.27,-6.32,121.36,-0.11,-0.60,32.19,53.67,-9.83,3.67
200.27,-6.32,-62.64,-0.33,-0.38,32.31,53.50,-9.17,3.67
117.27,-5.32,-95.64,0.55,-0.71,31.08,54.00,-9.17,3.33
38.27,-10.32,-56.64,0.22,-0.49,31.70,53.67,-9.33,3.50
9.27,-10.32,-33.64,0.44,-0.49,30.95,53.33,-8.83,3.33
7.27,-10.32,15.36,0.33,-0.93,30.95,53.67,-8.67,3.50
7.27,-9.32,16.36,0.44,-0.60,31.32,54.00,-8.67,3.67
4.27,-10.32,16.36,0.11,-0.71,31.08,53.50,-9.33,3.17
8.27,-8.32,5.36,0.11,-1.03,30.95,53.33,-8.67,3.67
7.27,-8.32,15.36,0.33,-0.60,31.20,54.17,-9.00,3.33
2.27,-11.32,12.36,0.11,-0.71,31.32,53.67,-9.00,3.83
0.27,-9.32,16.36,0.11,-0.71,31.32,53.50,-8.83,3.50
-0.73,-11.32,14.36,0.33,-0.71,31.45,53.67,-9.00,3.33
0.27,-8.32,15.36,0.11,-0.82,31.20,53.50,-9.17,3.17
-0.73,-10.32,14.36,0.11,-0.71,30.83,53.67,-8.83,3.50
2.27,-10.32,-5.64,0.11,-0.60,30.95,53.67,-9.33,3.67
1.27,-9.32,5.36,0.22,-0.71,31.08,53.50,-9.17,3.83
1.27,-8.32,-16.64,0.00,-0.71,30.95,53.50,-9.00,3.67
0.27,-7.32,-133.64,-0.65,0.05,31.20,53.33,-9.33,3.67
3.27,-4.32,-235.64,0.76,-0.60,31.08,54.00,-9.50,3.83
1.27,-9.32,22.36,1.09,-1.36,31.20,54.00,-9.50,3.50
-3.73,-11.32,161.36,0.11,-0.93,31.20,53.67,-9.33,4.00
1.27,-11.32,24.36,0.00,-0.82,31.08,53.00,-9.17,3.83
1.27,-10.32,-30.64,-0.98,-0.38,31.20,53.50,-9.67,4.00
1.27,-6.32,-207.64,-0.11,-0.82,31.20,53.67,-9.50,3.50
5.27,-6.32,-310.64,-0.11,-0.82,31.20,53.00,-10.00,3.67
4.27,-7.32,-289.64,0.00,-0.93,31.32,53.17,-9.83,3.50
3.27,-9.32,-164.64,2.51,-0.38,31.70,53.50,-10.00,3.50
-0.73,-10.32,102.36,0.65,-0.93,31.08,53.17,-10.33,3.50
-1.73,-11.32,268.36,0.33,-1.03,31.08,53.50,-10.33,3.67
-3.73,-12.32,280.36,0.55,-0.49,31.08,53.17,-9.83,3.33
-2.73,-12.32,201.36,0.11,-0.60,31.08,53.50,-9.67,3.67
0.27,-10.32,20.36,0.22,-0.71,31.32,53.83,-9.67,3.67
0.27,-9.32,15.36,0.33,-0.49,31.20,53.00,-10.17,3.83
0.27,-9.32,15.36,0.33,-0.38,31.32,53.17,-10.00,3.67
1.27,-10.32,14.36,0.11,-0.71,31.20,53.67,-9.50,3.83
0.27,-9.32,14.36,0.33,-0.71,31.32,53.17,-9.33,3.17
-1.73,-9.32,17.36,0.22,-0.71,31.45,53.33,-9.67,3.33
-0.73,-9.32,15.36,0.11,-0.38,31.45,53.50,-10.00,3.50
-0.73,-10.32,15.36,0.22,-0.71,30.83,53.67,-10.00,3.33
0.27,-9.32,16.36,0.11,-0.71,31.08,53.33,-9.67,3.33
1.27,-8.32,17.36,0.22,-0.49,31.08,53.67,-9.33,3.33
1.27,-11.32,16.36,0.33,-0.38,31.08,53.33,-9.33,3.00
-2.73,-11.32,264.36,-0.44,1.14,31.57,53.33,-9.33,3.50
1.27,-10.32,6.36,0.44,-2.67,31.45,53.50,-9.17,3.17
1.27,-9.32,-18.64,0.22,-0.71,31.20,53.33,-9.83,3.33
4.27,-10.32,-63.64,-0.22,-0.71,30.70,53.17,-9.00,3.17
24.27,-14.32,-39.64,-0.65,-0.38,31.08,53.33,-9.83,3.50
2.27,-9.32,13.36,0.11,-0.49,31.20,53.50,-9.67,3.33
0.27,-9.32,24.36,-0.33,-0.05,31.20,53.50,-8.83,3.33
0.27,-10.32,38.36,0.87,-1.36,31.08,53.33,-9.17,3.67
1.27,-9.32,18.36,0.00,-0.93,31.32,53.33,-9.83,3.17
1.27,-10.32,44.36,-0.11,-0.27,30.95,53.33,-9.67,3.17
0.27,-9.32,21.36,0.55,-0.82,31.08,53.33,-9.50,3.33
7.27,-5.32,-171.64,2.84,-2.12,30.83,53.33,-9.17,3.50
3.27,-7.32,-132.64,-1.53,-0.49,31.32,53.33,-9.50,3.17
1.27,-7.32,-81.64,-0.11,-0.60,31.32,53.33,-9.33,4.00
1.27,-9.32,-60.64,-0.44,-0.71,31.20,53.00,-10.00,3.17
0.27,-8.32,15.36,0.22,-0.82,31.32,53.50,-9.50,3.17
0.27,-9.32,17.36,0.22,-0.71,31.08,53.17,-9.50,4.17
9.27,-10.32,16.36,0.33,-0.60,30.95,53.83,-9.50,3.67
39.27,-8.32,16.36,0.11,-0.82,31.20,53.83,-9.83,3.50
313.27,-9.32,5.36,0.44,-1.47,32.56,53.33,-9.17,3.67
345.27,-5.32,-21.64,0.00,1.14,30.21,53.67,-8.50,3.50
155.27,-8.32,0.36,0.33,0.27,31.70,53.50,-8.33,3.33
234.27,-9.32,-65.64,-0.11,0.16,31.08,53.67,-7.50,3.50
181.27,-8.32,14.36,0.00,0.60,31.57,54.17,-7.00,3.00
241.27,-7.32,15.36,0.44,0.82,31.32,53.50,-7.00,3.50
455.27,-4.32,16.36,0.11,0.71,31.70,54.00,-6.17,3.50
541.27,-2.32,16.36,0.00,1.47,31.32,53.67,-4.50,3.17
644.27,-1.32,14.36,0.00,1.69,31.32,53.83,-3.33,3.83
702.27,-0.32,14.36,0.11,2.67,31.20,53.67,-1.33,2.83
927.27,0.68,-1.64,0.22,3.32,30.83,53.83,0.17,3.50
982.27,-18.32,-114.64,-0.55,5.94,30.46,53.67,3.33,3.17
848.27,-5.32,-12.64,0.00,6.92,29.71,53.67,5.00,3.50
716.27,-45.32,-143.64,0.00,7.24,30.09,53.17,7.00,2.83
675.27,-96.32,-313.64,-0.11,7.79,29.96,53.33,8.00,3.00
740.27,-69.32,-201.64,-0.22,8.66,31.45,52.67,9.50,3.50
990.27,-35.32,-97.64,0.55,9.86,29.84,52.83,11.50,2.83
983.27,3.68,16.36,-0.11,11.49,28.97,51.67,14.00,3.00
947.27,13.68,40.36,-0.22,11.60,28.72,51.83,15.17,2.83
855.27,-7.32,-8.64,0.22,13.45,27.73,50.83,17.83,3.00
649.27,-95.32,-173.64,-0.44,14.43,26.87,50.50,19.67,2.50
474.27,-113.32,-191.64,0.22,14.65,27.36,50.33,20.00,2.50
422.27,73.68,162.36,0.00,14.97,26.87,50.33,21.83,3.00
461.27,53.68,108.36,-0.11,15.30,27.86,49.67,22.17,2.50
583.27,-116.32,-176.64,-1.20,15.85,26.62,49.33,23.67,2.67
585.27,-44.32,-51.64,0.22,15.30,26.74,48.50,25.50,2.33
670.27,-3.32,10.36,-0.55,17.48,26.00,47.83,26.50,2.83
715.27,66.68,115.36,-0.55,18.13,25.88,47.33,28.17,2.33
852.27,155.68,213.36,-0.33,18.57,24.76,46.50,30.17,2.17
703.27,126.68,160.36,0.33,19.22,24.51,45.50,32.33,2.33
656.27,12.68,31.36,0.00,19.33,25.01,44.33,34.33,2.00
737.27,16.68,38.36,-0.33,20.96,22.90,43.67,35.33,1.83
751.27,95.68,116.36,-0.44,21.18,22.90,43.00,37.00,2.33
776.27,111.68,122.36,-0.55,22.27,21.54,41.33,38.17,2.00
559.27,122.68,136.36,0.11,22.16,21.54,40.67,39.67,1.83
442.27,26.68,43.36,0.11,22.60,21.67,40.17,40.83,1.50
418.27,2.68,17.36,-0.44,22.92,20.68,39.50,41.67,1.33
477.27,26.68,39.36,-0.33,23.90,20.30,39.17,42.67,1.83
402.27,133.68,129.36,-0.55,24.01,19.69,38.00,43.67,1.67
441.27,170.68,149.36,0.00,23.69,20.18,37.33,44.33,1.50
488.27,185.68,159.36,-0.22,24.67,19.07,36.67,45.17,1.50
289.27,252.68,207.36,-0.22,25.10,18.82,36.17,46.33,1.33
297.27,172.68,140.36,-0.22,24.88,18.45,35.33,46.83,1.33
268.27,11.68,26.36,-0.22,25.21,18.45,34.83,47.67,0.67
367.27,-7.32,14.36,-0.44,25.43,17.95,34.50,48.50,1.50
263.27,9.68,26.36,-0.22,25.65,17.70,34.33,48.67,1.33
227.27,-33.32,-3.64,-0.44,25.86,16.96,33.33,48.83,1.00
86.27,-32.32,0.36,-0.44,26.19,16.71,32.83,49.17,0.83
35.27,-19.32,10.36,-0.55,26.08,17.70,33.67,49.67,1.00
124.27,-7.32,15.36,-0.44,25.65,17.09,33.50,49.50,1.17
343.27,-5.32,15.36,-0.22,26.08,17.09,32.67,50.17,0.83
365.27,-5.32,16.36,-0.22,25.97,16.59,32.17,50.67,1.67
536.27,15.68,24.36,-0.65,26.52,16.47,31.33,51.33,1.33
421.27,164.68,104.36,-1.85,27.39,15.48,31.00,51.83,1.00
99.27,57.68,55.36,-0.33,27.61,14.98,30.67,52.33,0.50
79.27,-92.32,-20.64,0.55,27.39,15.72,30.17,52.83,0.83
151.27,-28.32,3.36,-0.33,26.52,15.60,30.17,52.67,1.17
330.27,-21.32,5.36,-0.11,27.39,15.85,29.83,53.00,1.00
412.27,-76.32,-21.64,-0.65,27.39,14.61,28.67,53.50,1.00
582.27,-56.32,-11.64,-0.11,27.61,15.23,28.33,54.50,1.17
653.27,-155.32,-58.64,-0.87,28.04,13.50,26.67,55.33,1.00
659.27,-20.32,5.36,-0.33,28.91,11.76,25.67,57.00,1.00
576.27,-1.32,16.36,-0.55,28.59,11.89,24.83,57.00,0.67
420.27,-3.32,14.36,-0.22,29.57,11.39,23.50,57.83,0.83
334.27,-0.32,14.36,-0.44,29.02,11.27,23.50,58.67,0.83
339.27,65.68,33.36,-0.33,29.35,10.40,22.00,59.00,0.83
343.27,35.68,27.36,-0.44,29.35,10.77,22.00,59.67,0.67
277.27,57.68,36.36,-0.76,29.78,9.16,21.17,59.83,0.33
85.27,155.68,67.36,-0.76,29.68,9.90,20.33,60.50,0.83
223.27,111.68,47.36,-0.98,29.68,10.03,20.00,60.33,0.67
155.27,40.68,17.36,-0.76,29.78,9.41,20.17,60.50,0.50
158.27,-66.32,-0.64,0.22,29.46,9.78,19.50,60.83,0.83
184.27,-82.32,-5.64,-0.55,29.35,9.66,19.67,60.50,0.83
298.27,-48.32,6.36,-0.33,29.46,8.91,18.67,61.50,0.50
333.27,-10.32,17.36,-0.65,29.68,8.67,18.00,61.67,0.17
271.27,-11.32,11.36,0.55,30.11,8.91,17.67,62.00,0.33
93.27,-6.32,15.36,-0.55,30.76,7.55,17.50,62.00,0.33
-61.73,-27.32,12.36,-0.33,29.46,8.79,17.67,62.17,0.00
95.27,-70.32,0.36,-0.65,29.68,8.30,17.50,61.50,0.50
64.27,-33.32,13.36,-0.65,30.33,8.42,18.00,61.83,0.50
131.27,-35.32,8.36,-0.65,29.46,8.67,17.17,62.00,0.00
131.27,-115.32,-10.64,-0.87,30.44,8.30,16.67,62.17,0.17
167.27,-67.32,1.36,-0.87,30.00,7.55,17.00,62.33,0.33
79.27,-8.32,15.36,-0.22,30.55,7.92,16.67,62.33,0.00
173.27,-6.32,17.36,-0.22,30.22,7.30,16.50,62.50,0.33
215.27,13.68,19.36,-0.55,29.89,8.05,15.83,62.83,0.67
280.27,14.68,20.36,-0.87,29.78,6.81,16.00,63.33,0.50
295.27,35.68,23.36,-1.20,30.11,6.56,14.67,63.50,0.33
330.27,36.68,18.36,0.11,30.44,6.44,15.00,63.50,0.00
437.27,11.68,16.36,-0.98,30.66,6.19,13.33,64.17,0.00
503.27,86.68,22.36,-0.76,30.66,5.94,12.50,64.50,-0.33
491.27,84.68,21.36,-0.87,30.66,4.70,11.67,64.83,-0.17
404.27,60.68,19.36,-0.55,31.20,3.96,9.83,65.67,0.00
214.27,44.68,19.36,-0.22,31.31,3.47,9.83,65.50,-0.50
161.27,32.68,17.36,-0.65,31.09,3.84,9.50,66.17,0.00
195.27,-37.32,8.36,-0.55,30.66,4.83,9.33,65.50,0.00
359.27,-38.32,5.36,-0.22,30.55,4.09,8.83,66.17,-0.50
449.27,-2.32,11.36,-0.33,31.31,2.85,8.17,66.67,0.17
367.27,2.68,11.36,-0.76,31.53,1.11,7.17,66.33,-0.33
